wms_company_id,wms_warehouse_id,internal_id,asn_id,asn_line_id,original_qty,receive_qty,create_time,closed_date,receipt_time
ASD,BOSE_SH,23244.0,A20210601,151657.0,288.0,288.0,2021-05-27 11:06:01,2021-06-02 09:58:33,2021-06-01 00:00:00
ASD,BOSE_SH,23276.0,F20210529,151906.0,780.0,780.0,2021-06-01 03:16:01,2021-06-02 13:16:28,2021-06-01 00:00:00
ASD,BOSE_SH,23276.0,F20210529,151907.0,780.0,780.0,2021-06-01 03:16:01,2021-06-02 13:16:28,2021-06-01 00:00:00
ASD,BOSE_SH,23276.0,F20210529,151909.0,3456.0,3456.0,2021-06-01 03:16:01,2021-06-02 13:16:28,2021-06-01 00:00:00
ASD,BOSE_SH,23276.0,F20210529,151908.0,5568.0,5568.0,2021-06-01 03:16:01,2021-06-02 13:16:28,2021-06-01 00:00:00
CE,BOSE_SH,18691.0,1021016090,123690.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123692.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123693.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123694.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123695.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123696.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123697.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123698.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123699.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123700.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
CE,BOSE_SH,18691.0,1021016090,123701.0,1.0,1.0,2020-07-16 06:36:04,2021-06-03 12:43:13,2020-07-17 00:00:00
