wms_warehouse_name,wms_company_name,order_id,shipment_id,sku_code,closed_date,create_date,shipped_qty,original_order_qty,shipped_weight
BOSE_SH,CE,0324477407,287220.0,373511-5110,2021-06-01 19:30:16,2021-06-01 06:06:01,1.0,1.0,0.0
BOSE_SH,CE,0324477471,287230.0,840919-0110,2021-06-01 19:31:39,2021-06-01 06:46:08,3.0,3.0,0.0
BOSE_SH,CE,0324477472,287225.0,840919-0110,2021-06-01 19:31:39,2021-06-01 06:46:03,2.0,2.0,0.0
BOSE_SH,CE,0324477620,287243.0,852267-0100,2021-06-01 19:31:06,2021-06-01 07:36:02,6.0,6.0,0.0
BOSE_SH,CE,0324477620,287243.0,852267-0300,2021-06-01 19:31:06,2021-06-01 07:36:02,6.0,6.0,0.0
BOSE_SH,CE,0324477621,287249.0,767520-5140,2021-06-01 19:31:46,2021-06-01 07:36:03,1.0,1.0,0.0
BOSE_SH,CE,0324477621,287249.0,760093-5140,2021-06-01 19:31:46,2021-06-01 07:36:03,1.0,1.0,0.0
BOSE_SH,CE,0324477621,287249.0,838309-5140,2021-06-01 19:31:46,2021-06-01 07:36:03,1.0,1.0,0.0
BOSE_SH,CE,0324477624,287253.0,742898-0200,2021-06-01 19:31:08,2021-06-01 07:56:01,11.0,11.0,0.0
BOSE_SH,CE,0324477629,287259.0,373511-5110,2021-06-01 19:31:09,2021-06-01 08:06:02,3.0,3.0,0.0
BOSE_SH,CE,0324477630,287272.0,373511-5110,2021-06-01 19:31:09,2021-06-01 08:06:03,2.0,2.0,0.0
BOSE_SH,CE,0324477631,287271.0,373511-5110,2021-06-01 19:31:47,2021-06-01 08:06:03,4.0,4.0,0.0
BOSE_SH,CE,0324477633,287261.0,761683-5240,2021-06-01 19:31:40,2021-06-01 08:06:02,1.0,1.0,0.0
BOSE_SH,CE,0324477634,287258.0,789564-0010,2021-06-01 19:31:37,2021-06-01 08:06:02,5.0,5.0,0.0
BOSE_SH,CE,0324477635,287268.0,789564-0010,2021-06-01 19:31:47,2021-06-01 08:06:03,13.0,13.0,0.0
BOSE_SH,CE,0324477636,287266.0,789564-0010,2021-06-01 19:31:09,2021-06-01 08:06:03,5.0,5.0,0.0
BOSE_SH,CE,0324477905,287231.0,840919-0110,2021-06-01 19:31:40,2021-06-01 06:46:08,2.0,2.0,0.0
BOSE_SH,CE,0324477906,287226.0,840919-0110,2021-06-01 19:31:05,2021-06-01 06:46:05,10.0,10.0,0.0
BOSE_SH,CE,0324477907,287221.0,840919-0110,2021-06-01 19:31:05,2021-06-01 06:46:03,2.0,2.0,0.0
BOSE_SH,CE,0324477908,287222.0,761683-5140,2021-06-01 19:31:21,2021-06-01 06:46:03,10.0,10.0,0.0
BOSE_SH,CE,0324477909,287229.0,831262-0010,2021-06-01 19:31:21,2021-06-01 06:46:08,38.0,38.0,0.0
BOSE_SH,CE,0324477910,287232.0,768973-5140,2021-06-01 19:31:06,2021-06-01 06:46:08,20.0,20.0,0.0
BOSE_SH,CE,0324477911,287228.0,805746-0030,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,805746-0020,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,805746-0010,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,794297-0300,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,794297-0100,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,789564-0020,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,783342-0900,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,783342-0500,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,783342-0100,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,768973-5140,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
