rh.asn_id,rh.wms_warehouse_id,rh.wms_warehouse_name,rd.internal_receipt_num,rd.item,rd.item_category5,rd.original_total_quantity,rd.total_qty,rd.erp_order_line_num,rh.closed_date,rh.create_time
B210605009SWT,MCH,MCH,56165.0,677456_104,MCH,14.0,14.0,1.0,2021-06-05 05:35:54,2021-06-04 20:01:04
B210605009SWT,MCH,MCH,56165.0,825202_109,MCH,16.0,16.0,26.0,2021-06-05 05:35:54,2021-06-04 20:01:04
B210605009SWT,MCH,MCH,56165.0,825202_109,MCH,16.0,16.0,25.0,2021-06-05 05:35:54,2021-06-04 20:01:04
B210605009SWT,MCH,MCH,56165.0,825202_109,MCH,16.0,16.0,24.0,2021-06-05 05:35:54,2021-06-04 20:01:04
B210605009SWT,MCH,MCH,56165.0,825202_109,MCH,16.0,16.0,23.0,2021-06-05 05:35:54,2021-06-04 20:01:04
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,21.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,047665_101,MCH,14.0,14.0,20.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,047665_101,MCH,14.0,14.0,19.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,892524_115,MCH,14.0,14.0,18.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,428635_101,MCH,14.0,14.0,17.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,428635_101,MCH,14.0,14.0,16.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,120217_105,MCH,16.0,16.0,15.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,964829_107,MCH,7.0,7.0,14.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,964829_107,MCH,7.0,7.0,13.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,964829_107,MCH,7.0,7.0,12.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,964829_107,MCH,7.0,7.0,11.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,964829_107,MCH,7.0,7.0,10.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,964829_107,MCH,7.0,7.0,9.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,839180_101,MCH,14.0,14.0,7.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,839180_101,MCH,14.0,14.0,6.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,839180_101,MCH,14.0,14.0,5.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,485685_108,MCH,16.0,16.0,4.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,693182_102,MCH,14.0,14.0,3.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,243266_101,MCH,14.0,14.0,2.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,677456_104,MCH,14.0,14.0,1.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,839180_101,MCH,14.0,14.0,8.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,28.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,27.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,26.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,25.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,24.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,23.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605013SWT,MCH,MCH,56178.0,825202_109,MCH,16.0,16.0,22.0,2021-06-05 05:48:05,2021-06-04 21:41:01
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,24.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,22.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,892524_115,MCH,14.0,14.0,21.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,892524_115,MCH,14.0,14.0,20.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,428635_101,MCH,14.0,14.0,19.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,120217_105,MCH,16.0,16.0,18.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,120217_105,MCH,16.0,16.0,17.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,964829_107,MCH,7.0,7.0,16.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,964829_107,MCH,7.0,7.0,15.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,964829_107,MCH,7.0,7.0,14.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,839180_101,MCH,14.0,14.0,13.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,839180_101,MCH,14.0,14.0,12.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,839180_101,MCH,14.0,14.0,11.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,839180_101,MCH,14.0,14.0,10.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,839180_101,MCH,14.0,14.0,9.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,485685_108,MCH,16.0,16.0,8.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,693182_102,MCH,14.0,14.0,7.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,693182_102,MCH,14.0,14.0,6.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,243266_101,MCH,14.0,14.0,5.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,677456_104,MCH,14.0,14.0,4.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,677456_104,MCH,14.0,14.0,3.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,677456_104,MCH,14.0,14.0,2.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,23.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,677456_104,MCH,14.0,14.0,1.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,28.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,27.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,26.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605017SWT,MCH,MCH,56184.0,825202_109,MCH,16.0,16.0,25.0,2021-06-05 17:06:22,2021-06-05 00:11:02
B210605023SWT,MCH,MCH,56189.0,825202_109,MCH,16.0,16.0,28.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,825202_109,MCH,16.0,16.0,26.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,825202_109,MCH,16.0,16.0,25.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,677456_104,MCH,14.0,14.0,2.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,825202_109,MCH,16.0,16.0,24.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,825202_109,MCH,16.0,16.0,23.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,047665_101,MCH,14.0,14.0,22.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,047665_101,MCH,14.0,14.0,21.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,892524_115,MCH,14.0,14.0,20.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,892524_115,MCH,14.0,14.0,19.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,428635_101,MCH,14.0,14.0,18.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,428635_101,MCH,14.0,14.0,17.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,428635_101,MCH,14.0,14.0,16.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,120217_105,MCH,16.0,16.0,15.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,964829_107,MCH,7.0,7.0,14.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,964829_107,MCH,7.0,7.0,13.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,839180_101,MCH,14.0,14.0,12.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,839180_101,MCH,14.0,14.0,11.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,839180_101,MCH,14.0,14.0,10.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,028937_108,MCH,14.0,14.0,9.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,693182_102,MCH,14.0,14.0,8.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,693182_102,MCH,14.0,14.0,7.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,693182_102,MCH,14.0,14.0,6.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,243266_101,MCH,14.0,14.0,5.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,243266_101,MCH,14.0,14.0,4.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,243266_101,MCH,14.0,14.0,3.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,825202_109,MCH,16.0,16.0,27.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605023SWT,MCH,MCH,56189.0,677456_104,MCH,14.0,14.0,1.0,2021-06-05 17:06:16,2021-06-05 01:41:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,26.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,25.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,24.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,23.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,22.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,21.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,20.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,19.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,18.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,047665_101,MCH,14.0,14.0,17.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,892524_115,MCH,14.0,14.0,16.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,428635_101,MCH,14.0,14.0,15.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,428635_101,MCH,14.0,14.0,14.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,964829_107,MCH,7.0,7.0,13.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,964829_107,MCH,7.0,7.0,12.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,964829_107,MCH,7.0,7.0,11.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,964829_107,MCH,7.0,7.0,10.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,839180_101,MCH,14.0,14.0,9.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,839180_101,MCH,14.0,14.0,8.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,677456_104,MCH,14.0,14.0,1.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,839180_101,MCH,14.0,14.0,7.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,839180_101,MCH,14.0,14.0,6.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,485685_108,MCH,16.0,16.0,5.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,243266_101,MCH,14.0,14.0,4.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,243266_101,MCH,14.0,14.0,3.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,677456_104,MCH,14.0,14.0,2.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,28.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605030SWT,MCH,MCH,56198.0,825202_109,MCH,16.0,16.0,27.0,2021-06-05 17:06:10,2021-06-05 03:51:01
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,27.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,25.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,24.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,23.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,22.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,047665_101,MCH,14.0,14.0,21.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,892524_115,MCH,14.0,14.0,20.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,428635_101,MCH,14.0,14.0,19.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,428635_101,MCH,14.0,14.0,18.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,428635_101,MCH,14.0,14.0,17.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,120217_105,MCH,16.0,16.0,16.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,964829_107,MCH,7.0,7.0,15.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,964829_107,MCH,7.0,7.0,14.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,964829_107,MCH,7.0,7.0,13.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,839180_101,MCH,14.0,14.0,11.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,839180_101,MCH,14.0,14.0,10.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,839180_101,MCH,14.0,14.0,9.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,839180_101,MCH,14.0,14.0,8.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,485685_108,MCH,16.0,16.0,7.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,693182_102,MCH,14.0,14.0,6.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,693182_102,MCH,14.0,14.0,5.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,243266_101,MCH,14.0,14.0,4.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,243266_101,MCH,14.0,14.0,3.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,677456_104,MCH,14.0,14.0,2.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,677456_104,MCH,14.0,14.0,1.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,964829_107,MCH,7.0,7.0,12.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,26.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605036SWT,MCH,MCH,56203.0,825202_109,MCH,16.0,16.0,28.0,2021-06-05 17:06:05,2021-06-05 05:11:05
B210605043SWT,MCH,MCH,56212.0,825202_109,MCH,16.0,16.0,27.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,825202_109,MCH,16.0,16.0,25.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,047665_101,MCH,14.0,14.0,24.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,892524_115,MCH,14.0,14.0,23.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,892524_115,MCH,14.0,14.0,22.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,428635_101,MCH,14.0,14.0,21.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,120217_105,MCH,16.0,16.0,20.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,19.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,18.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,17.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,16.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,15.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,14.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,13.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,12.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,11.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,964829_107,MCH,7.0,7.0,10.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,839180_101,MCH,14.0,14.0,9.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,839180_101,MCH,14.0,14.0,8.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,839180_101,MCH,14.0,14.0,7.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,485685_108,MCH,16.0,16.0,6.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,243266_101,MCH,14.0,14.0,5.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,243266_101,MCH,14.0,14.0,4.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,243266_101,MCH,14.0,14.0,3.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,677456_104,MCH,14.0,14.0,2.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,677456_104,MCH,14.0,14.0,1.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,825202_109,MCH,16.0,16.0,26.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,825202_109,MCH,16.0,16.0,30.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,825202_109,MCH,16.0,16.0,29.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605043SWT,MCH,MCH,56212.0,825202_109,MCH,16.0,16.0,28.0,2021-06-06 02:52:05,2021-06-05 07:41:03
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,21.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,19.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,18.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,17.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,16.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,15.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,14.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,13.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,12.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,839180_101,MCH,14.0,14.0,11.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,839180_101,MCH,14.0,14.0,10.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,839180_101,MCH,14.0,14.0,9.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,839180_101,MCH,14.0,14.0,8.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,485685_108,MCH,16.0,16.0,7.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,693182_102,MCH,14.0,14.0,6.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,693182_102,MCH,14.0,14.0,5.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,243266_101,MCH,14.0,14.0,4.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,243266_101,MCH,14.0,14.0,3.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,677456_104,MCH,14.0,14.0,2.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,677456_104,MCH,14.0,14.0,1.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,964829_107,MCH,7.0,7.0,20.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,825202_109,MCH,16.0,16.0,30.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,825202_109,MCH,16.0,16.0,29.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,825202_109,MCH,16.0,16.0,28.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,825202_109,MCH,16.0,16.0,27.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,892524_115,MCH,14.0,14.0,26.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,892524_115,MCH,14.0,14.0,25.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,428635_101,MCH,14.0,14.0,24.0,2021-06-06 02:52:54,2021-06-05 09:11:01
B210605047SWT,MCH,MCH,56216.0,428635_101,MCH,14.0,14.0,23.0,2021-06-06 02:52:54,2021-06-05 09:11:01
