,WH,COMPANY,Create DT,Confirm DT,Product,Description,TYPE,Status,TRSC #,Ship ID,awb,INV,PO,INB#,contract_no,From Loc,To Loc,Qty,UOM,BottlingDT,Transaction_type,ALLOCATION_ZONE
2709,FAS,Pernod,6/16/2021,6/17/2021,012217,芝华士·新境12年苏格兰威士忌-不含内盒 12 X 70CL,Order Pick,Jin2 Normal,6471333,42023008,ONEYLIVB07966300,,20015471.0,393453.0,,2-31-B-30,SHIP-1,720,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2710,FAS,Pernod,6/16/2021,6/17/2021,012217,芝华士·新境12年苏格兰威士忌-不含内盒 12 X 70CL,Order Pick,Jin2 Normal,6471335,42023008,ONEYLIVB07966300,,20015471.0,393453.0,,2-31-B-32,SHIP-1,459,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2711,FAS,Pernod,6/16/2021,6/17/2021,DBL4N6,传奇源自拉菲罗斯柴尔德圣爱美乐红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6471345,42022964,,,,,,FS-68-A-001,SHIP-1,106,BT,2/18/2020  12:00:00 AM,Order Pick,A-FAS
2712,FAS,Pernod,6/16/2021,6/17/2021,DBL4N6,传奇源自拉菲罗斯柴尔德圣爱美乐红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6471347,42022964,,,,,,FS-68-B-009,SHIP-1,74,BT,2/18/2020  12:00:00 AM,Order Pick,A-FAS
2713,FAS,Pernod,6/16/2021,6/17/2021,012946,芝华士12年苏格兰威士忌-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6471339,42023007,ONEYLIVB10354900,,20016600.0,432652.0,,2-38-D-13,SHIP-1,202,BT,3/8/2021  12:00:00 AM,Order Pick,A-FAS
2714,FAS,Pernod,6/16/2021,6/17/2021,012946,芝华士12年苏格兰威士忌-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6471341,42023007,ONEYLIVB10354900,,20016600.0,432652.0,,2-38-D-14,SHIP-1,398,BT,3/8/2021  12:00:00 AM,Order Pick,A-FAS
2715,FAS,Pernod,6/16/2021,6/17/2021,036024,绝对伏特加(原味) 120 X 5CL,Order Pick,Jin2 Normal,6471351,42022961,ONEYGOTB03238800,,81052935.0,399221.0,,2-25-C-24,SHIP-1,729,BT,1/25/2021  12:00:00 AM,Order Pick,A-FAS
2716,FAS,Pernod,6/16/2021,6/17/2021,036024,绝对伏特加(原味) 120 X 5CL,Order Pick,Jin2 Normal,6471353,42022961,ONEYGOTB03238800,,81052935.0,399221.0,,2-25-B-29,SHIP-1,5271,BT,1/22/2021  12:00:00 AM,Order Pick,A-FAS
2717,FAS,Pernod,6/15/2021,6/17/2021,004687,马爹利XO干邑白兰地-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6471363,42022912,,,,,,2-25-B-05,SHIP-1,12,BT,12/17/2020  12:00:00 AM,Order Pick,A-FAS
2718,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471367,42022906,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-23,SHIP-1,360,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2719,FAS,Pernod,6/16/2021,6/17/2021,004652,马爹利XO干邑白兰地 12 X 35CL,Order Pick,Jin2 Normal,6471357,42022954,,,,,,2-30-A-10,SHIP-1,14,BT,9/28/2020  12:00:00 AM,Order Pick,A-FAS
2720,FAS,Pernod,6/16/2021,6/17/2021,004652,马爹利XO干邑白兰地 12 X 35CL,Order Pick,Jin2 Normal,6471359,42022954,ONEYLEHB07638600,,20502793.0,421290.0,FRX-CNS-2103-0059,2-36-A-14,SHIP-1,34,BT,9/28/2020  12:00:00 AM,Order Pick,A-FAS
2721,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471375,42022828,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-19,SHIP-1,202,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2722,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471377,42022828,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-18,SHIP-1,158,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2723,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471371,42022896,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-23,SHIP-1,240,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2724,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471381,42022827,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-06,SHIP-1,749,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2725,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471383,42022827,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-23,SHIP-1,91,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2726,FAS,Pernod,6/16/2021,6/17/2021,JJ1007,尊美醇·精酿桶爱尔兰威士忌IPA版 6 X 70CL,Order Pick,Jin2 Normal,6471397,42022823,,,,,,2-42-A-13,SHIP-1,30,BT,1/20/2020  12:00:00 AM,Order Pick,A-FAS
2727,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471395,42022823,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-19,SHIP-1,590,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2728,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471399,42022823,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-20,SHIP-1,10,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2729,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471387,42022825,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-20,SHIP-1,182,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2730,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471389,42022825,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-25,SHIP-1,375,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2731,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471391,42022825,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-06,SHIP-1,43,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2732,FAS,Pernod,6/15/2021,6/17/2021,HC0447,哈瓦纳俱乐部朗姆酒7年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471407,42022791,,,,,,2-42-C-06,SHIP-1,18,BT,10/21/2020  12:00:00 AM,Order Pick,A-FAS
2733,FAS,Pernod,6/15/2021,6/17/2021,028049,奥美加阿特兹银标龙舌兰酒（蒸馏酒） 6 X 70CL,Order Pick,Jin2 Normal,6471409,42022791,,,,,,2-26-B-22,SHIP-1,6,BT,10/16/2020  12:00:00 AM,Order Pick,A-FAS
2734,FAS,Pernod,6/15/2021,6/17/2021,JJ1007,尊美醇·精酿桶爱尔兰威士忌IPA版 6 X 70CL,Order Pick,Jin2 Normal,6471415,42022791,,,,,,2-42-A-13,SHIP-1,6,BT,1/20/2020  12:00:00 AM,Order Pick,A-FAS
2735,FAS,Pernod,6/15/2021,6/17/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6471413,42022791,,,,,,2-34-A-18,SHIP-1,36,BT,1/20/2021  12:00:00 AM,Order Pick,A-FAS
2736,FAS,Pernod,6/15/2021,6/17/2021,015307,格兰威特单一麦芽苏格兰威士忌18年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471411,42022791,ONEYLIVA68642700F,,20015112.0,320397.0,,2-29-A-34,SHIP-1,6,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
2737,FAS,Pernod,6/15/2021,6/17/2021,BT0126,百龄坛12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471403,42022793,ONEYLIVB03797800,,20015676.0,393372.0,,2-42-C-19,SHIP-1,36,BT,2/17/2021  12:00:00 AM,Order Pick,A-FAS
2738,FAS,Pernod,6/16/2021,6/17/2021,BT0126,百龄坛12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471419,42022527,ONEYLIVB03797800,,20015676.0,393372.0,,2-42-C-25,SHIP-1,446,BT,11/10/2020  12:00:00 AM,Order Pick,A-FAS
2739,FAS,Pernod,6/16/2021,6/17/2021,BT0126,百龄坛12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471421,42022527,ONEYLIVB03797800,,20015676.0,393372.0,,2-42-C-26,SHIP-1,22,BT,11/10/2020  12:00:00 AM,Order Pick,A-FAS
2740,FAS,Pernod,6/16/2021,6/17/2021,012217,芝华士·新境12年苏格兰威士忌-不含内盒 12 X 70CL,Order Pick,Jin2 Normal,6471425,42023028,ONEYLIVB07966300,,20015471.0,393453.0,,2-32-D-27,SHIP-1,201,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2741,FAS,Pernod,6/16/2021,6/17/2021,012217,芝华士·新境12年苏格兰威士忌-不含内盒 12 X 70CL,Order Pick,Jin2 Normal,6471427,42023028,ONEYLIVB07966300,,20015471.0,393453.0,,2-32-D-29,SHIP-1,720,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2742,FAS,Pernod,6/16/2021,6/17/2021,012217,芝华士·新境12年苏格兰威士忌-不含内盒 12 X 70CL,Order Pick,Jin2 Normal,6471429,42023028,ONEYLIVB07966300,,20015471.0,393453.0,,2-32-D-30,SHIP-1,279,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2743,FAS,Pernod,6/16/2021,6/17/2021,012207,芝华士·新境12年苏格兰威士忌-不含内盒 12 X 70CL,Order Pick,Jin2 Normal,6471433,31957333,,,,,,2-43-C-16,SHIP-1,27,BT,1/23/2020  12:00:00 AM,Order Pick,A-FAS
2744,FAS,Pernod,6/16/2021,6/17/2021,028049,奥美加阿特兹银标龙舌兰酒（蒸馏酒） 6 X 70CL,Order Pick,Jin2 Normal,6471441,31957311,,,,,,2-26-B-22,SHIP-1,15,BT,10/16/2020  12:00:00 AM,Order Pick,A-FAS
2745,FAS,Pernod,6/16/2021,6/17/2021,BF2910,必富达24金酒蒸馏酒 6 X 70CL,Order Pick,Jin2 Normal,6471443,31957311,,,,,,2-31-A-33,SHIP-1,12,BT,5/6/2020  12:00:00 AM,Order Pick,A-FAS
2746,FAS,Pernod,6/16/2021,6/17/2021,JJ0043,尊美醇爱尔兰威士忌 12 X 35CL,Order Pick,Jin2 Normal,6471437,31957315,,,,,,2-29-A-06,SHIP-1,10,BT,11/22/2019  12:00:00 AM,Order Pick,A-FAS
2747,FAS,Pernod,6/16/2021,6/17/2021,AB2246,亚伯乐斯佩塞单一麦芽苏格兰威士忌12年双桶陈酿 3 X 70CL,Order Pick,Jin2 Normal,6471451,31957311,ONEYLIVB07124300,,20015583.0,325747.0,,2-29-B-11,SHIP-1,2,BT,2/16/2021  12:00:00 AM,Order Pick,A-FAS
2748,FAS,Pernod,6/16/2021,6/17/2021,HC0447,哈瓦纳俱乐部朗姆酒7年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471447,31957311,,,,,,2-42-C-06,SHIP-1,2,BT,10/21/2020  12:00:00 AM,Order Pick,A-FAS
2749,FAS,Pernod,6/16/2021,6/17/2021,015026,格兰威特单一麦芽苏格兰威士忌12年陈酿-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6471455,31957311,ONEYLIVB07962600,,20015521.0,383696.0,,2-35-B-28,SHIP-1,2,BT,2/12/2021  12:00:00 AM,Order Pick,A-FAS
2750,FAS,Pernod,6/16/2021,6/17/2021,015558,格兰威特单一麦芽苏格兰威士忌15年法国橡木桶陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471449,31957311,ONEYLIVB07974900,,20016064.0,383716.0,,2-32-A-31,SHIP-1,2,BT,2/25/2021  12:00:00 AM,Order Pick,A-FAS
2751,FAS,Pernod,6/16/2021,6/17/2021,011468,芝华士12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471453,31957311,ONEYLIVB07960400,,20015528.0,383727.0,,2-37-B-18,SHIP-1,12,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2752,FAS,Pernod,6/16/2021,6/17/2021,HC0247,哈瓦纳俱乐部朗姆酒3年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471445,31957311,208957217,,39201353.0,325068.0,MXM-CNS-2102-0001,2-39-B-06,SHIP-1,12,BT,1/16/2021  12:00:00 AM,Order Pick,A-FAS
2753,FAS,Pernod,6/16/2021,6/17/2021,DBL717,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 48 X 18.7CL,Order Pick,Paid Normal,6471461,31957297,,,,,,4-18-C-02,SHIP-1,100,BT,12/31/4712  12:00:00 AM,Order Pick,A-FAS
2754,FAS,Pernod,6/16/2021,6/17/2021,016132,格兰威特单一麦芽苏格兰威士忌创始人甄选系列 24 X 20CL,Order Pick,Jin2 Normal,6471479,31957297,,,,,,2-27-D-08,SHIP-1,100,BT,5/6/2020  12:00:00 AM,Order Pick,A-FAS
2755,FAS,Pernod,6/16/2021,6/17/2021,BT0126,百龄坛12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471473,31957297,ONEYLIVB03797800,,20015676.0,393372.0,,2-42-C-20,SHIP-1,50,BT,11/10/2020  12:00:00 AM,Order Pick,A-FAS
2756,FAS,Pernod,6/16/2021,6/17/2021,BT1926,百龄坛15年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471475,31957297,,,,,,2-44-B-23,SHIP-1,30,BT,12/18/2019  12:00:00 AM,Order Pick,A-FAS
2757,FAS,Pernod,6/16/2021,6/17/2021,013037,皇家礼炮21年苏格兰威士忌-无盒装 6 X 70CL,Order Pick,Jin2 Normal,6471481,31957297,,,,,,2-37-C-31,SHIP-1,30,BT,1/6/2021  12:00:00 AM,Order Pick,A-FAS
2758,FAS,Pernod,6/16/2021,6/17/2021,036024,绝对伏特加(原味) 120 X 5CL,Order Pick,Jin2 Normal,6471477,31957297,ONEYGOTB03238800,,81052935.0,399221.0,,2-25-B-29,SHIP-1,100,BT,1/22/2021  12:00:00 AM,Order Pick,A-FAS
2759,FAS,Pernod,6/16/2021,6/17/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Order Pick,Jin2 Normal,6471471,31957297,ONEYLIVB05462600,,20015311.0,295346.0,,2-28-C-18,SHIP-1,30,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
2760,FAS,Pernod,6/16/2021,6/17/2021,012300,芝华士X吴亦凡调和不平凡限量版苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Paid Normal,6471465,31957297,,,,,,5-02-A-12,SHIP-1,12,BT,8/27/2019  12:00:00 AM,Order Pick,A-FAS
2761,FAS,Pernod,6/16/2021,6/17/2021,012300,芝华士X吴亦凡调和不平凡限量版苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Paid Normal,6471467,31957297,,,,,,2-30-C-32,SHIP-1,4,BT,9/9/2019  12:00:00 AM,Order Pick,A-FAS
2762,FAS,Pernod,6/16/2021,6/17/2021,012300,芝华士X吴亦凡调和不平凡限量版苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Paid Normal,6471469,31957297,,,,,,4-20-A-02,SHIP-1,34,BT,9/9/2019  12:00:00 AM,Order Pick,A-FAS
2763,FAS,Pernod,6/16/2021,6/17/2021,007622,马爹利鼎盛VSOP干邑白兰地 96 X 5CL,Order Pick,Paid Normal,6471459,31957297,,,,,,4-19-A-11,SHIP-1,70,BT,1/1/1999  12:00:00 AM,Order Pick,A-FAS
2764,FAS,Pernod,6/16/2021,6/17/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471463,31957297,OOLU2661168630,,20502985.0,386978.0,2103ACWMX043,2-33-A-30,SHIP-1,30,BT,3/12/2021  12:00:00 AM,Order Pick,A-FAS
2765,FAS,Pernod,6/15/2021,6/17/2021,DBS017,传说源自拉菲罗斯柴尔德波尔多红葡萄酒 6 X 75CL,Order Pick,Paid Hold,6471484,31957295,,,,,,5-06-C-29,SHIP-1,15,BT,5/20/2019  12:00:00 AM,Order Pick,A-FAS
2766,FAS,Pernod,6/15/2021,6/17/2021,ORS718,杰卡斯经典系列西拉干红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6471486,31957295,,,,,,5-14-C-29,SHIP-1,12,BT,5/5/2020  12:00:00 AM,Order Pick,A-FAS
2767,FAS,Pernod,6/15/2021,6/17/2021,CP1114,帝国田园珍藏干红葡萄酒 12 X 75CL,Order Pick,Jin2 Normal,6471501,31957287,,,,,,3-12-A-08,SHIP-1,36,BT,12/20/2018  3:44:28 PM,Order Pick,A-FAS
2768,FAS,Pernod,6/16/2021,6/17/2021,AB1826,亚伯乐高地单一麦芽苏格兰威士忌(18年陈酿) 6 X 50CL,Order Pick,Jin2 Normal,6471497,31957291,,,,,,2-29-B-04,SHIP-1,4,BT,7/28/2020  12:00:00 AM,Order Pick,A-FAS
2769,FAS,Pernod,6/16/2021,6/17/2021,015307,格兰威特单一麦芽苏格兰威士忌18年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471495,31957291,ONEYLIVA68642700F,,20015112.0,320397.0,,2-27-C-25,SHIP-1,8,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
2770,FAS,Pernod,6/16/2021,6/17/2021,011468,芝华士12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471491,31957291,ONEYLIVB07960400,,20015528.0,383727.0,,2-37-B-18,SHIP-1,48,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2771,FAS,Pernod,6/16/2021,6/17/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471493,31957291,OOLU2661168630,,20502985.0,386978.0,2103ACWMX043,2-33-A-30,SHIP-1,1,BT,3/12/2021  12:00:00 AM,Order Pick,A-FAS
2772,FAS,Pernod,6/15/2021,6/17/2021,AB1846,亚伯乐高地单一麦芽苏格兰威士忌(18年陈酿) 6 X 50CL,Order Pick,Jin2 Normal,6471511,31957263,,,,,,2-37-B-05,SHIP-1,6,BT,9/3/2020  12:00:00 AM,Order Pick,A-FAS
2773,FAS,Pernod,6/15/2021,6/17/2021,015307,格兰威特单一麦芽苏格兰威士忌18年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6471513,31957263,ONEYLIVA68556400,,20014784.0,261572.0,,2-42-A-18,SHIP-1,6,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
2774,FAS,Pernod,6/15/2021,6/17/2021,003906,马爹利蓝带干邑白兰地-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6471515,31957263,,,,,,2-41-B-05,SHIP-1,6,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
2775,FAS,Pernod,6/15/2021,6/17/2021,011468,芝华士12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471507,31957281,ONEYLIVB07960400,,20015528.0,383727.0,,2-37-B-18,SHIP-1,60,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
2776,FAS,Pernod,6/15/2021,6/17/2021,CP2222,帝国田园特别珍藏干红葡萄酒 12 X 75CL,Order Pick,Jin2 Normal,6471503,31957287,EGLV571100003142,,39202062.0,293449.0,,FS-52-A-006,SHIP-1,24,BT,9/24/2018  12:00:00 AM,Order Pick,A-FAS
2777,FAS,Pernod,6/16/2021,6/17/2021,DBL717,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 48 X 18.7CL,Order Pick,Paid Normal,6471527,31957257,,,,,,4-18-C-02,SHIP-1,1,BT,12/31/4712  12:00:00 AM,Order Pick,A-FAS
2778,FAS,Pernod,6/16/2021,6/17/2021,016137,格兰威特单一麦芽苏格兰威士忌 创始人甄选系列 6 X 70CL,Order Pick,Jin2 Normal,6471519,31957257,ONEYLIVB03783300,,20014748.0,305433.0,,2-37-A-04,SHIP-1,1,BT,1/27/2021  12:00:00 AM,Order Pick,A-FAS
2779,FAS,Pernod,6/16/2021,6/17/2021,BTB016,百龄坛巴西青柠威士忌风味配制酒 6 X 70CL,Order Pick,Jin2 Normal,6471529,31957257,,,,,,2-44-C-11,SHIP-1,1,BT,2/4/2020  12:00:00 AM,Order Pick,A-FAS
2780,FAS,Pernod,6/16/2021,6/17/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471521,31957257,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-33,SHIP-1,1,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
2781,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471523,31957257,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-18,SHIP-1,1,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2782,FAS,Pernod,6/16/2021,6/17/2021,WA0X50,维波罗瓦伏特加 12 X 70CL,Order Pick,Jin2 Normal,6471525,31957257,,,,,,2-33-B-17,SHIP-1,2,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
2783,FAS,Pernod,6/16/2021,6/17/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471535,31957254,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-33,SHIP-1,2,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
2784,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471533,31957254,ONEYGOTB03239900,,81052974.0,399129.0,,2-40-B-18,SHIP-1,2,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2785,FAS,Pernod,6/16/2021,6/17/2021,036024,绝对伏特加(原味) 120 X 5CL,Order Pick,Jin2 Normal,6471537,31957254,ONEYGOTB03238800,,81052935.0,399221.0,,2-25-C-24,SHIP-1,2,BT,1/25/2021  12:00:00 AM,Order Pick,A-FAS
2786,FAS,Pernod,6/16/2021,6/17/2021,WA0X50,维波罗瓦伏特加 12 X 70CL,Order Pick,Jin2 Normal,6471541,31957254,,,,,,2-33-B-17,SHIP-1,2,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
2787,FAS,Pernod,6/16/2021,6/17/2021,007622,马爹利鼎盛VSOP干邑白兰地 96 X 5CL,Order Pick,Paid Normal,6471539,31957254,,,,,,4-19-A-11,SHIP-1,2,BT,1/1/1999  12:00:00 AM,Order Pick,A-FAS
2788,FAS,Pernod,6/16/2021,6/17/2021,DBL717,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 48 X 18.7CL,Order Pick,Paid Normal,6471549,31957253,,,,,,4-18-C-02,SHIP-1,1,BT,12/31/4712  12:00:00 AM,Order Pick,A-FAS
2789,FAS,Pernod,6/16/2021,6/17/2021,016137,格兰威特单一麦芽苏格兰威士忌 创始人甄选系列 6 X 70CL,Order Pick,Jin2 Normal,6471561,31957253,ONEYLIVB03783300,,20014748.0,305433.0,,2-37-A-04,SHIP-1,1,BT,1/27/2021  12:00:00 AM,Order Pick,A-FAS
2790,FAS,Pernod,6/16/2021,6/17/2021,BTB016,百龄坛巴西青柠威士忌风味配制酒 6 X 70CL,Order Pick,Jin2 Normal,6471551,31957253,,,,,,2-44-C-11,SHIP-1,1,BT,2/4/2020  12:00:00 AM,Order Pick,A-FAS
2791,FAS,Pernod,6/16/2021,6/17/2021,BT1143,百龄坛特醇苏格兰威士忌 24 X 20CL,Order Pick,Jin2 Normal,6471557,31957253,ONEYLIVB10345900,,20016128.0,383663.0,,2-35-C-27,SHIP-1,4,BT,2/24/2021  12:00:00 AM,Order Pick,A-FAS
2792,FAS,Pernod,6/16/2021,6/17/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Order Pick,Jin2 Normal,6471559,31957253,ONEYLIVB10341500,,20016316.0,369306.0,,2-35-A-06,SHIP-1,4,BT,3/2/2021  12:00:00 AM,Order Pick,A-FAS
2793,FAS,Pernod,6/16/2021,6/17/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6471555,31957253,ONEYLIVB12186700,,20017755.0,450498.0,,2-29-C-24,SHIP-1,1,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
2794,FAS,Pernod,6/16/2021,6/17/2021,035207,绝对X伏特加风味配制酒 6 X 70CL,Order Pick,Jin2 Normal,6471553,31957253,ONEYGOTB01588700,,81052295.0,377366.0,,2-37-C-08,SHIP-1,1,BT,1/29/2021  12:00:00 AM,Order Pick,A-FAS
2795,FAS,Pernod,6/16/2021,6/17/2021,WA0X50,维波罗瓦伏特加 12 X 70CL,Order Pick,Jin2 Normal,6471547,31957253,,,,,,2-33-B-17,SHIP-1,1,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
2796,FAS,Pernod,6/16/2021,6/17/2021,007622,马爹利鼎盛VSOP干邑白兰地 96 X 5CL,Order Pick,Paid Normal,6471545,31957253,,,,,,4-19-A-11,SHIP-1,4,BT,1/1/1999  12:00:00 AM,Order Pick,A-FAS
2797,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471567,31957253,ONEYGOTB03242300,,81052977.0,399346.0,,2-40-C-32,SHIP-1,1,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2798,FAS,Pernod,6/16/2021,6/17/2021,036024,绝对伏特加(原味) 120 X 5CL,Order Pick,Jin2 Normal,6471565,31957253,ONEYGOTB03238800,,81052935.0,399221.0,,2-25-B-30,SHIP-1,4,BT,1/25/2021  12:00:00 AM,Order Pick,A-FAS
2799,FAS,Pernod,6/16/2021,6/17/2021,030016,绝对伏特加(原味) 24 X 20CL,Order Pick,Jin2 Normal,6471569,31957253,ONEYGOTB03229800,,81053117.0,445046.0,,2-43-C-28,SHIP-1,4,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
2800,FAS,Pernod,6/16/2021,6/17/2021,012301,芝华士X吴亦凡调和不平凡限量版苏格兰威士忌-银盒装 12 X 70CL,Order Pick,Paid Normal,6471563,31957253,,,,,,3-10-A-24,SHIP-1,1,BT,1/1/1999  12:00:00 AM,Order Pick,A-FAS
2801,FAS,Pernod,6/16/2021,6/17/2021,007662,马爹利鼎盛VSOP干邑白兰地 6 X 50CL,Order Pick,Jin2 Normal,6471786,31957305,OOLU2661168610,,20502980.0,386695.0,2103ACWMX042,2-28-B-29,SHIP-1,2,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
2802,FAS,Pernod,6/16/2021,6/17/2021,030087,绝对伏特加(原味) 12 X 70CL,Order Pick,Jin2 Normal,6471782,31957331,ONEYGOTB03242300,,81052977.0,399346.0,,2-28-C-05,SHIP-1,45,BT,2/3/2021  12:00:00 AM,Order Pick,A-FAS
