PL,WORK_ZONE,Sloc,Product_Code,Quantity,Stor_bin,Styp,No_of_Pallet
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-01-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-02-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-03-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-04-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-05-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-36-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-37-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-38-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-08-39-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-01-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-02-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-03-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-04-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-05-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-06-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-07-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-08-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-35-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-36-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-37-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-38-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-39-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-40-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-41-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-42-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-43-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-44-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-45-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-46-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-47-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-48-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-49-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-50-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-09-51-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-01-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-02-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-03-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-04-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-05-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-06-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-07-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-08-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-12-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-12-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-13-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-13-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-14-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-14-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-15-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-15-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-16-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-16-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-17-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-18-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-19-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-20-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-20-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-21-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-21-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-22-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-22-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-23-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-23-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-24-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-24-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-25-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-25-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-26-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-26-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-27-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-27-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-28-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-28-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-29-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-29-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-30-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-30-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-31-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-31-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-32-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-33-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-33-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-34-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-34-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-35-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-35-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-36-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-36-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-37-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-10-37-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-11-35-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-11-36-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-11-37-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-13-01-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-13-03-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-13-04-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-13-13-1,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-01-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-02-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-03-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-04-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-05-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-06-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-07-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-08-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-09-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-10-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-11-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-12-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-12-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-13-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-14-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-15-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-16-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-17-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-18-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-19-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-20-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-21-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-22-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-23-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-24-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-25-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-26-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-34-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-35-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-36-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-37-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-38-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-39-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-40-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-41-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-14-42-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,A-16-45-1,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-24-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-25-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-26-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-27-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-28-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-29-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-30-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-31-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-33-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-34-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-35-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-36-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-37-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-38-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-39-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-40-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-44-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-45-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-46-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-47-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-01-48-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-12-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-13-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-14-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-15-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-16-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-17-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-18-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-19-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-20-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-21-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-22-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-23-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-24-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-25-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-26-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-27-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-28-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-29-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-29-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-30-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-30-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-31-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-31-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-32-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-32-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-34-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-35-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-36-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-37-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-38-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-39-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-40-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-41-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-42-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-43-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-44-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-45-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-46-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-47-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-48-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-49-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-03-50-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-35-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-36-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-41-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-42-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-43-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-44-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-45-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-46-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-47-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,11.00000,B-05-52-3,34,1
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-53-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-05-54-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-33-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-34-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-35-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-36-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-37-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-41-1,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-41-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-42-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-43-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-44-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-45-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-46-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-47-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-48-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-49-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-50-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-51-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-52-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-53-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-06-54-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-02-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-03-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-04-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-05-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-06-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-07-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-08-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-09-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-10-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-14-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-15-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-16-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-17-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-18-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-19-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-20-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-21-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-22-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-23-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-24-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-41-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-42-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-43-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-44-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-45-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-46-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-47-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-48-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-49-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-50-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-51-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-52-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-53-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-07-54-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-38-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-39-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-40-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-41-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-42-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-43-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-44-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-45-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-46-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-47-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-48-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-49-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-50-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-09-51-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-13-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-14-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-15-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-16-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-17-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-18-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-19-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-33-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-34-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-35-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-36-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-37-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-41-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-10-42-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-14-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-16-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-18-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-20-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-22-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-24-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-26-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-28-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-29-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-30-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-31-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-32-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-33-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-34-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-35-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-14-36-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-15-42-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-15-43-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-15-44-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-15-46-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,B-16-41-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-12-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-13-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-14-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-15-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-16-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-17-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-18-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-19-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-20-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-21-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-22-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-23-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-24-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-25-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-26-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-27-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-28-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-29-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-30-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-31-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-07-32-3,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-01-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-02-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-03-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-04-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-05-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-06-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-07-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-08-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-09-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-10-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-09-11-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-01-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-02-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-03-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-04-4,34,2
