PL,WORK_ZONE,Sloc,Product_Code,Quantity,Stor_bin,Styp,No_of_Pallet
G0,WH Bonded,1002,W1108A,31.00000,B-02-51-B,34,1
G0,WH Bonded,1002,W1108A,5.00000,C-15-44-2,34,1
G8,WH Bonded,1002,193L1A#AB2,2.00000,A-10-28-1,34,2
G8,WH Bonded,1002,193L1A#AB2,2.00000,A-14-33-1,34,2
G8,WH Bonded,1002,193L1A#AB2,2.00000,A-15-30-1,34,2
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-03-31-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-03-32-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-03-33-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-03-34-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-03-35-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-20-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-21-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-22-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-23-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-24-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-25-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-26-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-07-27-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-15-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-16-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-17-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-18-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-19-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-20-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-22-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-31-1,34,4
G8,WH Bonded,1002,2ZN50A#AB2,4.00000,B-08-35-1,34,4
G8,WH Bonded,1002,3BE77A#AB2,1.00000,B-02-15-1,34,1
G8,WH Bonded,1002,5RC86A#AB2,4.00000,B-01-31-1,34,4
G8,WH Bonded,1002,5RC87A#AB2,1.00000,C-16-39-1,34,1
G8,WH Bonded,1002,5RC90A#AB2,2.00000,B-13-34-1,34,2
G8,WH Bonded,1002,5RC90A#AB2,1.00000,B-14-28-1,34,1
G8,WH Bonded,1002,8GS43A#AB2,1.00000,C-04-16-1,34,1
G8,WH Bonded,1002,8GS43A#AB2,4.00000,C-04-17-1,34,4
G8,WH Bonded,1002,8GS43A#AB2,4.00000,C-04-18-1,34,4
G8,WH Bonded,1002,8GS43A#AB2,4.00000,C-04-19-1,34,4
G8,WH Bonded,1002,8GS43A#AB2,4.00000,C-04-20-1,34,4
G8,WH Bonded,1002,8PE93A#AB2,1.00000,A-13-18-1,34,1
G8,WH Bonded,1002,8PE93A#AB2,1.00000,B-03-13-1,34,1
G8,WH Bonded,1002,8PE93A#AB2,4.00000,B-03-14-1,34,4
G8,WH Bonded,1002,8PE93A#AB2,2.00000,B-03-15-1,34,2
G8,WH Bonded,1002,8PE93A#AB2,3.00000,B-03-18-1,34,3
G8,WH Bonded,1002,8PE93A#AB2,2.00000,B-14-22-1,34,2
G8,WH Bonded,1002,8PE93A#AB2,2.00000,C-15-21-1,34,2
G8,WH Bonded,1002,8PE96A#AB2,1.00000,B-05-20-1,34,1
G8,WH Bonded,1002,8PE97A#AB2,4.00000,B-04-32-1,34,4
G8,WH Bonded,1002,8PE97A#AB2,1.00000,B-04-33-1,34,1
G8,WH Bonded,1002,8PE98A#AB2,2.00000,A-11-31-1,34,2
G8,WH Bonded,1002,8PE98A#AB2,2.00000,A-11-32-1,34,2
G8,WH Bonded,1002,X3A60A#AB2,1.00000,C-07-49-1,34,1
G8,WH Bonded,1002,X3A60A#AB2,2.00000,C-07-50-1,34,2
G8,WH Bonded,1002,X3A60A#AB2,2.00000,C-12-12-1,34,2
G8,WH Bonded,1002,X3A60A#AB2,4.00000,C-14-35-1,34,4
G8,WH Bonded,1002,X3A63A#AB2,2.00000,A-10-14-1,34,2
G8,WH Bonded,1002,X3A63A#AB2,2.00000,A-10-15-1,34,2
G8,WH Bonded,1002,X3A63A#AB2,2.00000,A-10-16-1,34,2
G8,WH Bonded,1002,X3A63A#AB2,2.00000,B-05-26-1,34,2
G8,WH Bonded,1002,X3A66A#AB2,1.00000,A-08-22-1,34,1
G8,WH Bonded,1002,X3A71A#AB2,3.00000,A-11-19-1,34,3
G8,WH Bonded,1002,X3A71A#AB2,3.00000,A-11-21-1,34,3
G8,WH Bonded,1002,X3A74A#AB2,1.00000,C-16-41-1,34,1
G8,WH Bonded,1002,X3A74A#AB2,4.00000,C-16-42-1,34,4
G8,WH Bonded,1002,X3A74A#AB2,4.00000,C-16-43-1,34,4
G8,WH Bonded,1002,X3A74A#AB2,3.00000,C-16-44-1,34,3
G8,WH Bonded,1002,X3A74A#AB2,1.00000,C-16-45-1,34,1
G8,WH Bonded,1002,X3A86A#AB2,3.00000,A-13-22-1,34,3
G8,WH Bonded,1002,X3A86A#AB2,1.00000,A-13-23-1,34,1
G8,WH Bonded,1002,X3A86A#AB2,1.00000,A-13-31-1,34,1
G8,WH Bonded,1002,X3A86A#AB2,2.00000,A-13-32-1,34,2
G8,WH Bonded,1002,X3A86A#AB2,4.00000,C-02-12-1,34,4
G8,WH Bonded,1002,X3A86A#AB2,4.00000,C-02-13-1,34,4
G8,WH Bonded,1002,X3A86A#AB2,2.00000,C-03-12-1,34,2
G8,WH Bonded,1002,X3A92A#AB2,2.00000,A-07-13-1,34,2
G8,WH Bonded,1002,X3A92A#AB2,2.00000,A-07-15-1,34,2
G8,WH Bonded,1002,X3A92A#AB2,1.00000,A-14-13-1,34,1
GL,WH Bonded,1002,W9037MC,87.00000,B-01-41-2,34,3
GL,WH Bonded,1002,W9037MC,57.00000,B-01-42-2,34,2
GL,WH Bonded,1002,W9037MC,24.00000,B-07-44-1,34,1
GL,WH Bonded,1002,NHXHC1994,1.00000,B-02-43-C,34,1
GL,WH Bonded,1002,NHXHC1994,1.00000,B-02-43-C,34,1
GL,WH Bonded,1002,W9005MC,14.00000,A-14-38-3,34,1
GL,WH Bonded,1002,W9005MC,104.00000,A-14-39-3,34,3
GL,WH Bonded,1002,W9005MC,75.00000,A-14-40-3,34,3
GL,WH Bonded,1002,W9005MC,31.00000,B-06-42-1,34,1
GL,WH Bonded,1002,W9005MC,85.00000,B-06-50-1,34,3
GL,WH Bonded,1002,W9005MC,40.00000,B-06-51-1,34,2
GL,WH Bonded,1002,W9005MC,1.00000,B-06-51-1,34,1
GL,WH Bonded,1002,W9005MC,62.00000,B-06-54-1,34,2
GL,WH Bonded,1002,W9005MC,89.00000,B-08-40-2,34,3
GL,WH NoBonded,1002,W9005MC,24.00000,DHL-B-01-04,34,1
GL,WH Bonded,1002,W9015MC,4.00000,A-09-37-3,34,1
GL,WH Bonded,1002,W9015MC,4.00000,A-09-37-3,34,1
GL,WH Bonded,1002,W9044MC,10.00000,A-10-48-3,34,1
GL,WH Bonded,1002,W9044MC,10.00000,A-10-48-3,34,1
GL,WH Bonded,1002,W9050MC,11.00000,A-02-33-2,34,1
GL,WH Bonded,1002,W9050MC,11.00000,A-02-33-2,34,1
GL,WH Bonded,1002,W9050MC,59.00000,A-02-34-2,34,2
GL,WH Bonded,1002,W9050MC,63.00000,B-01-36-2,34,2
GL,WH Bonded,1002,W9050MC,36.00000,C-07-52-2,34,1
GL,WH Bonded,1002,W9051MC,31.00000,A-05-33-1,34,1
GL,WH Bonded,1002,W9051MC,4.00000,A-05-34-1,34,1
GL,WH Bonded,1002,W9051MC,55.00000,A-05-34-1,34,2
GL,WH Bonded,1002,W9052MC,41.00000,A-03-27-1,34,2
GL,WH Bonded,1002,W9052MC,76.00000,A-03-31-1,34,3
GL,WH Bonded,1002,W9052MC,5.00000,A-03-31-1,34,1
GL,WH Bonded,1002,W9052MC,81.00000,A-03-32-1,34,3
GL,WH Bonded,1002,W9052MC,39.00000,A-03-33-1,34,2
GL,WH Bonded,1002,W9052MC,13.00000,B-09-43-1,34,1
GL,WH Bonded,1002,W9053MC,76.00000,A-02-32-1,34,3
GL,WH Bonded,1002,W9053MC,49.00000,A-02-34-1,34,2
GL,WH Bonded,1002,W9053MC,9.00000,A-02-35-1,34,1
GL,WH Bonded,1002,W9053MC,17.00000,A-02-35-1,34,1
GL,WH Bonded,1002,W9053MC,55.00000,A-09-46-1,34,2
GL,WH Bonded,1002,W9053MC,3.00000,B-02-40-A,34,1
GL,WH Bonded,1002,W9053MC,6.00000,B-02-40-A,34,1
GL,WH Bonded,1002,W9053MC,78.00000,B-06-45-1,34,3
GL,WH Bonded,1002,W9054MC,3.00000,B-02-39-B,34,1
GL,WH Bonded,1002,W9055MC,7.00000,B-02-40-B,34,1
GL,WH Bonded,1002,W9025MC,19.00000,B-01-39-2,34,1
GL,WH Bonded,1002,W9100MC,20.00000,A-10-41-3,34,1
GL,WH Bonded,1002,W9100MC,3.00000,B-05-41-1,34,1
GL,WH Bonded,1002,W9100MC,24.00000,B-05-41-1,34,1
GL,WH Bonded,1002,W9101MC,25.00000,B-07-53-1,34,1
GL,WH Bonded,1002,W9101MC,33.00000,B-07-53-1,34,1
GL,WH Bonded,1002,W9102MC,28.00000,B-10-51-1,34,1
GL,WH Bonded,1002,W9102MC,36.00000,B-10-51-1,34,1
GL,WH Bonded,1002,W9103MC,41.00000,B-15-43-1,34,1
GL,WH Bonded,1002,W9103MC,40.00000,B-15-43-1,34,1
GL,WH Bonded,1002,CF256A,32.00000,A-01-23-2,34,1
GL,WH Bonded,1002,CF256A,26.00000,A-01-23-2,34,1
GL,WH Bonded,1002,CF256A,6.00000,B-02-39-B,34,1
GL,WH Bonded,1002,CF256X,23.00000,A-11-50-2,34,1
GL,WH Bonded,1002,CF256X,12.00000,A-11-50-2,34,1
GL,WH Bonded,1002,CF256X,1.00000,A-11-50-2,34,1
GL,WH Bonded,1002,CF256X,33.00000,A-13-44-2,34,1
GL,WH Bonded,1002,NHXHC1820,31.00000,C-15-44-1,34,1
GL,WH Bonded,1002,NHXHC1821,4.00000,B-12-42-1,34,1
GL,WH Bonded,1002,NHXHC1821,26.00000,B-12-47-1,34,1
GL,WH Bonded,1002,NHXHC1821,13.00000,B-12-47-1,34,1
GL,WH Bonded,1002,NHXHC1822,10.00000,B-11-45-1,34,1
GL,WH Bonded,1002,NHXHC1822,47.00000,B-11-46-1,34,1
GL,WH Bonded,1002,NHXHC1822,55.00000,B-11-46-1,34,1
GL,WH Bonded,1002,NHXHC1823,36.00000,B-11-44-1,34,1
GL,WH Bonded,1002,NHXHC1823,56.00000,B-11-44-1,34,1
GL,WH Bonded,1002,NHXHC1823,21.00000,B-12-44-1,34,1
GL,WH Bonded,1002,NHXHC1990,18.00000,A-02-16-1,34,1
GL,WH Bonded,1002,NHXHC1990,55.00000,C-14-49-1,34,1
GL,WH Bonded,1002,NHXHC1990,73.00000,C-14-49-1,34,1
GL,WH Bonded,1002,W1333A,45.00000,A-01-10-2,34,1
GL,WH Bonded,1002,W1333A,128.00000,A-01-11-2,34,1
GL,WH Bonded,1002,W1333A,25.00000,A-01-15-2,34,1
GL,WH Bonded,1002,W1333A,17.00000,A-03-02-2,34,1
GL,WH Bonded,1002,W1333A,1.00000,A-04-12-2,34,1
GL,WH Bonded,1002,W1333A,28.00000,A-04-12-2,34,1
GL,WH Bonded,1002,W1333A,9.00000,B-02-39-A,34,1
GL,WH Bonded,1002,W1333A,91.00000,B-06-47-2,34,1
GL,WH Bonded,1002,W1333A,52.00000,B-06-48-2,34,1
GL,WH NoBonded,1002,W1333A,1.00000,DHL-B-05-01,34,1
GL,WH Bonded,1002,W1333X,128.00000,B-10-49-2,34,1
GL,WH Bonded,1002,W1333X,94.00000,B-10-54-2,34,1
GL,WH Bonded,1002,W1333X,7.00000,B-10-54-2,34,1
GL,WH Bonded,1002,W1333X,38.00000,B-12-42-2,34,1
GL,WH Bonded,1002,W1333X,77.00000,C-05-42-2,34,1
GL,WH NoBonded,1002,W1333X,1.00000,DHL-B-05-01,34,1
GL,WH Bonded,1002,CF257A,6.00000,B-02-39-A,34,1
GL,WH Bonded,1002,CF257A,6.00000,B-02-39-B,34,1
GL,WH Bonded,1002,CF257A,29.00000,C-11-43-2,34,1
GL,WH Bonded,1002,W9190MC,70.00000,B-09-38-1,34,1
GL,WH Bonded,1002,W9190MC,32.00000,C-07-50-2,34,1
GL,WH Bonded,1002,W9191MC,5.00000,A-13-38-1,34,1
GL,WH Bonded,1002,W9191MC,97.00000,B-11-41-1,34,1
GL,WH Bonded,1002,W9191MC,83.00000,B-11-41-1,34,1
GL,WH Bonded,1002,W9192MC,96.00000,B-05-47-1,34,1
GL,WH Bonded,1002,W9192MC,42.00000,B-05-47-1,34,1
GL,WH Bonded,1002,W9192MC,43.00000,C-15-43-2,34,1
GL,WH Bonded,1002,W9193MC,104.00000,B-06-43-1,34,1
GL,WH Bonded,1002,W9193MC,15.00000,B-06-43-1,34,1
GL,WH Bonded,1002,W9193MC,23.00000,B-06-48-1,34,1
GL,WH Bonded,1002,W9193MC,72.00000,B-07-43-1,34,1
GS,WH Bonded,1002,3WT91A#AB2,2.00000,B-16-17-1,34,4
GS,WH Bonded,1002,3WT91A#AB2,2.00000,B-16-35-1,34,4
GS,WH Bonded,1002,3WT91A#AB2,1.00000,B-16-38-1,34,2
GS,WH Bonded,1002,A2W75A#AB2,1.00000,B-11-15-1,34,2
GS,WH Bonded,1002,A2W75A#AB2,1.00000,B-11-16-1,34,2
GS,WH Bonded,1002,A2W75A#AB2,1.00000,B-11-18-1,34,2
GS,WH Bonded,1002,CF067A#AB2,1.00000,A-06-09-1,34,2
GS,WH Bonded,1002,CF067A#AB2,2.00000,A-07-14-1,34,4
GS,WH Bonded,1002,CF067A#AB2,2.00000,A-07-19-1,34,4
GS,WH Bonded,1002,CF067A#AB2,2.00000,A-10-49-1,34,4
GS,WH Bonded,1002,CF067A#AB2,1.00000,A-15-51-1,34,2
GS,WH Bonded,1002,CF367A#AB2,1.00000,B-15-28-1,34,2
GS,WH Bonded,1002,CF367A#AB2,2.00000,B-16-32-1,34,4
GS,WH Bonded,1002,CF367A#AB2,2.00000,B-16-33-1,34,4
GS,WH Bonded,1002,CF367A#AB2,1.00000,B-16-34-1,34,2
GS,WH Bonded,1002,CF367A#AB2,2.00000,B-16-36-1,34,4
GS,WH Bonded,1002,CF367A#AB2,2.00000,B-16-37-1,34,4
GS,WH Bonded,1002,CZ244A#AB2,2.00000,B-12-16-1,34,4
GS,WH Bonded,1002,CZ244A#AB2,2.00000,B-12-17-1,34,4
GS,WH Bonded,1002,CZ244A#AB2,2.00000,B-12-18-1,34,4
GS,WH Bonded,1002,T3U55A#AB2,1.00000,B-09-20-1,34,2
GS,WH Bonded,1002,T3U55A#AB2,2.00000,B-09-22-1,34,4
GS,WH Bonded,1002,T3U55A#AB2,1.00000,B-15-27-1,34,2
GS,WH Bonded,1002,T3U55A#AB2,2.00000,B-16-18-1,34,4
GS,WH Bonded,1002,T3U55A#AB2,2.00000,B-16-19-1,34,4
GS,WH Bonded,1002,CF066A#AB2,4.00000,B-06-12-1,34,4
GS,WH Bonded,1002,CF066A#AB2,4.00000,B-06-13-1,34,4
GS,WH Bonded,1002,CF066A#AB2,4.00000,B-06-14-1,34,4
GS,WH Bonded,1002,CF066A#AB2,4.00000,B-06-15-1,34,4
GS,WH Bonded,1002,CF066A#AB2,4.00000,B-06-16-1,34,4
GS,WH Bonded,1002,CF066A#AB2,2.00000,B-12-23-1,34,2
GS,WH Bonded,1002,CF066A#AB2,4.00000,B-12-24-1,34,4
GS,WH Bonded,1002,CF238A#AB2,1.00000,A-07-36-1,34,1
GS,WH Bonded,1002,T3U43A#AB2,6.00000,B-14-24-1,34,6
GS,WH Bonded,1002,T3U43A#AB2,4.00000,B-14-26-1,34,4
GS,WH Bonded,1002,T3U44A#AB2,1.00000,B-14-29-1,34,1
GS,WH Bonded,1002,T3U44A#AB2,5.00000,B-14-33-1,34,5
GS,WH Bonded,1002,T3U44A#AB2,1.00000,B-14-33-1,34,1
GS,WH Bonded,1002,T3U44A#AB2,3.00000,B-15-12-1,34,3
GS,WH Bonded,1002,T3U44A#AB2,4.00000,B-15-35-1,34,4
GS,WH Bonded,1002,CF236A#AB2,5.00000,B-13-28-1,34,4
GS,WH Bonded,1002,CF236A#AB2,6.00000,B-13-29-1,34,4
GS,WH Bonded,1002,CF236A#AB2,6.00000,B-13-30-1,34,4
GS,WH Bonded,1002,CF236A#AB2,6.00000,B-14-23-1,34,4
GS,WH Bonded,1002,CF236A#AB2,6.00000,B-14-31-1,34,4
GS,WH Bonded,1002,T3U51A#AB2,3.00000,A-15-16-1,34,2
GS,WH Bonded,1002,T3U51A#AB2,3.00000,A-15-17-1,34,2
GS,WH Bonded,1002,T3U51A#AB2,2.00000,A-15-19-1,34,2
GS,WH Bonded,1002,CE710A#AB2,5.00000,B-14-14-1,34,3
GS,WH Bonded,1002,CE710A#AB2,8.00000,B-14-15-1,34,4
GS,WH Bonded,1002,CE710A#AB2,8.00000,B-14-16-1,34,4
GS,WH Bonded,1002,CE710A#AB2,8.00000,B-14-17-1,34,4
GS,WH Bonded,1002,CE710A#AB2,4.00000,B-15-14-1,34,2
GS,WH Bonded,1002,CE710A#AB2,4.00000,B-15-15-1,34,2
GS,WH Bonded,1002,CE710A#AB2,2.00000,B-15-16-1,34,1
GS,WH Bonded,1002,A3E42A#AB2,6.00000,A-16-19-3,34,2
GS,WH Bonded,1002,A3E42A#AB2,1.00000,B-04-38-1,34,1
GS,WH Bonded,1002,A3E42A#AB2,6.00000,C-02-01-4,34,2
GS,WH Bonded,1002,A3E42A#AB2,6.00000,C-02-02-4,34,2
GS,WH Bonded,1002,A3E42A#AB2,6.00000,C-02-03-4,34,2
GS,WH Bonded,1002,A3E42A#AB2,6.00000,C-02-04-4,34,2
GS,WH Bonded,1002,A3E42A#AB2,6.00000,C-02-05-4,34,2
GS,WH Bonded,1002,B6S02A#AB2,1.00000,B-04-45-1,34,1
GT,WH Bonded,1002,A2W83A,1.00000,B-12-13-1,34,2
GT,WH Bonded,1002,C2H56A,1.00000,A-01-08-1,34,2
GT,WH Bonded,1002,CE725A,2.00000,B-14-37-3,34,2
GT,WH Bonded,1002,T3V29A,2.00000,B-11-26-1,34,1
GT,WH Bonded,1002,T3V29A,8.00000,B-11-27-1,34,4
GT,WH Bonded,1002,T3V29A,8.00000,B-11-28-1,34,4
GT,WH Bonded,1002,T3V29A,8.00000,B-11-33-1,34,4
GT,WH Bonded,1002,T3V29A,8.00000,B-11-34-1,34,4
GT,WH Bonded,1002,T3V29A,4.00000,B-11-35-1,34,2
GT,WH Bonded,1002,T3V29A,4.00000,B-12-29-1,34,2
GT,WH Bonded,1002,T3V29A,3.00000,B-12-32-1,34,2
GT,WH Bonded,1002,CE860A,1.00000,B-03-44-A,34,1
GT,WH Bonded,1002,CE860A,2.00000,C-04-37-3,34,1
GT,WH Bonded,1002,CE860A,3.00000,C-05-38-3,34,1
GT,WH Bonded,1002,CE860A,6.00000,C-05-39-3,34,2
GT,WH Bonded,1002,CE860A,6.00000,C-05-40-3,34,2
GT,WH Bonded,1002,CE860A,6.00000,C-06-38-3,34,2
GT,WH Bonded,1002,CE860A,6.00000,C-06-39-3,34,2
GT,WH Bonded,1002,CE860A,6.00000,C-06-40-3,34,2
GT,WH Bonded,1002,CE860A,6.00000,C-07-40-3,34,2
GT,WH Bonded,1002,CF239A,3.00000,B-05-38-3,34,1
GT,WH Bonded,1002,CF239A,2.00000,B-05-39-3,34,1
GT,WH Bonded,1002,CF239A,1.00000,B-05-39-3,34,1
GT,WH Bonded,1002,T3V27A,1.00000,B-14-30-1,34,1
HF,WH Bonded,1002,Z7Y68A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y68A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y69A,2.00000,B-02-47-B,34,1
HF,WH Bonded,1002,Z7Y69A,2.00000,B-02-47-B,34,1
HF,WH Bonded,1002,Z7Y72A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y72A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y73A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y73A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y82A,3.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z7Y82A,2.00000,B-02-49-B,34,1
HF,WH Bonded,1002,Z8W52A,2.00000,B-02-46-C,34,1
HF,WH Bonded,1002,Z7Y64A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z7Y65A,1.00000,B-02-46-C,34,1
HF,WH Bonded,1002,Z7Y88A,3.00000,B-02-46-B,34,1
HF,WH Bonded,1002,Z7Y88A,3.00000,B-02-46-B,34,1
HF,WH Bonded,1002,Z7Y90A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z7Y90A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z9M04A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z9M04A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,W9048MC,38.00000,B-07-41-1,34,2
HF,WH Bonded,1002,W9048MC,38.00000,B-07-41-1,34,2
HF,WH Bonded,1002,Z7Y85A,3.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z7Y85A,3.00000,B-02-48-B,34,1
HF,WH Bonded,1002,W9058MC,2.00000,B-13-45-3,34,1
HF,WH Bonded,1002,W9058MC,1.00000,B-13-45-3,34,1
HF,WH Bonded,1002,Z7Y78A,2.00000,B-12-43-1,34,1
HF,WH Bonded,1002,Z7Y78A,2.00000,B-12-43-1,34,1
HF,WH Bonded,1002,Z8W50A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z8W50A,1.00000,B-02-48-B,34,1
HF,WH Bonded,1002,Z8W51A,1.00000,B-02-46-B,34,1
HF,WH Bonded,1002,Z8W51A,1.00000,B-02-46-B,34,1
HF,WH Bonded,1002,Z7Y80A,1.00000,B-02-47-C,34,1
IR,WH Bonded,1002,5NL12A#AB2,5.00000,C-03-11-4,34,1
IR,WH Bonded,1002,5NL12A#AB2,15.00000,C-04-01-4,34,2
IR,WH Bonded,1002,4YE49A#AB2,17.00000,C-11-16-3,34,2
IR,WH Bonded,1002,4YE49A#AB2,10.00000,C-11-18-3,34,1
IR,WH Bonded,1002,4YE49A#AB2,32.00000,C-11-19-3,34,2
IR,WH Bonded,1002,4YE49A#AB2,27.00000,C-11-20-3,34,2
IR,WH Bonded,1002,4YE51A#AB2,20.00000,C-04-24-4,34,2
IT,WH Bonded,1002,7ZB19A#AB2,6.00000,C-10-45-1,34,2
IT,WH Bonded,1002,7ZB19A#AB2,2.00000,D-D-1,34,1
IT,WH Bonded,1002,7ZB20A#AB2,1.00000,B-F-X,34,1
IT,WH Bonded,1002,7ZB23A#AB2,3.00000,B-06-28-1,34,1
IT,WH Bonded,1002,7ZB23A#AB2,6.00000,B-06-32-1,34,2
IT,WH Bonded,1002,7ZB23A#AB2,12.00000,B-06-33-1,34,4
IT,WH Bonded,1002,7ZB23A#AB2,6.00000,B-06-35-1,34,2
IT,WH Bonded,1002,7ZB23A#AB2,6.00000,B-06-36-1,34,2
IT,WH Bonded,1002,7ZB23A#AB2,12.00000,B-06-37-1,34,4
IT,WH Bonded,1002,7ZB23A#AB2,6.00000,B-07-12-1,34,2
L6,WH Bonded,1002,3QA55A#AB2,2.00000,B-04-50-1,34,1
L6,WH Bonded,1002,3PZ56A#AB2,2.00000,B-04-50-1,34,1
MA,WH Bonded,1002,3PZ75A#AB2,3.00000,C-13-47-1,34,1
MA,WH Bonded,1002,3QA75A#AB2,3.00000,C-13-46-1,34,1
MC,WH Bonded,1002,Y1G22A#B19,30.00000,B-02-45-A,34,
MC,WH Bonded,1002,Y1G22A#B19,16.00000,B-03-45-B,34,
MC,WH Bonded,1002,Y1G22A#B19,5.00000,B-13-45-1,34,
MC,WH Bonded,1002,Y1G18A,1.00000,B-08-21-1,34,2
MC,WH Bonded,1002,Y1G18A,3.00000,B-08-23-1,34,6
MC,WH Bonded,1002,Y1G18A,3.00000,B-08-25-1,34,6
MC,WH Bonded,1002,Y1G18A,2.00000,B-08-30-1,34,4
MC,WH Bonded,1002,Y1F97A,3.00000,A-13-25-1,34,2
MC,WH Bonded,1002,Y1F97A,10.00000,A-13-26-1,34,4
MC,WH Bonded,1002,Y1F97A,10.00000,A-13-27-1,34,4
MC,WH Bonded,1002,Y1F97A,10.00000,A-13-28-1,34,4
MC,WH Bonded,1002,Y1F97A,10.00000,A-13-29-1,34,4
MC,WH Bonded,1002,Y1F97A,7.00000,A-14-27-1,34,3
MC,WH Bonded,1002,Y1F98A,5.00000,A-13-14-1,34,2
MC,WH Bonded,1002,Y1F98A,5.00000,A-13-15-1,34,2
MC,WH Bonded,1002,Y1F98A,5.00000,A-13-16-1,34,2
MC,WH Bonded,1002,Y1F98A,3.00000,C-02-35-1,34,2
MC,WH Bonded,1002,Y1F99A,9.00000,B-12-34-1,34,4
MC,WH NoBonded,1002,Y1F99A,1.00000,DHL-S-01-01,34,1
MC,WH Bonded,1002,Y1G01A,18.00000,B-11-42-1,34,8
MC,WH Bonded,1002,Y1G01A,30.00000,B-14-44-1,34,12
MC,WH Bonded,1002,Y1G07A,1.00000,A-09-21-1,34,1
MC,WH Bonded,1002,Y1G07A,3.00000,A-09-23-1,34,2
MC,WH Bonded,1002,Y1G07A,3.00000,A-09-25-1,34,2
MC,WH Bonded,1002,Y1G07A,3.00000,A-09-32-1,34,2
MC,WH Bonded,1002,Y1G07A,3.00000,A-09-33-1,34,2
MC,WH Bonded,1002,Y1G11A,5.00000,B-02-41-A,34,2
MC,WH Bonded,1002,Y1G11A,5.00000,B-14-46-1,34,2
MC,WH Bonded,1002,Y1G15A,3.00000,B-03-41-A,34,2
MC,WH Bonded,1002,Y1G15A,26.00000,B-05-37-3,34,11
MC,WH Bonded,1002,Y1G15A,4.00000,B-05-37-3,34,2
MC,WH Bonded,1002,Y1G20A,3.00000,B-10-27-1,34,2
MC,WH Bonded,1002,Y1G20A,16.00000,B-10-29-1,34,7
MC,WH Bonded,1002,Y1G20A,16.00000,B-10-32-1,34,7
MC,WH Bonded,1002,Y1G20A,2.00000,B-16-48-1,34,1
MC,WH Bonded,1002,Y1G23A,16.00000,B-12-46-1,34,7
MC,WH NoBonded,1002,Y1G23A,2.00000,DHL-B-03-01,34,1
MC,WH Bonded,1002,3BB64A,5.00000,B-08-51-1,34,1
MC,WH Bonded,1002,Y1G10A,11.00000,B-02-48-A,34,2
MC,WH Bonded,1002,X0R64A,7.00000,B-15-31-1,34,1
MC,WH Bonded,1002,SS484C#AB2,1.00000,B-15-51-2,34,1
PQ,WH Bonded,1002,3GY15A#AB2,2.00000,B-06-34-1,34,4
PQ,WH Bonded,1002,3GY15A#AB2,2.00000,B-10-35-1,34,4
PQ,WH Bonded,1002,3GY32A#AB2,1.00000,B-16-21-1,34,2
PQ,WH Bonded,1002,3GY32A#AB2,2.00000,B-16-22-1,34,4
PQ,WH Bonded,1002,3GY32A#AB2,2.00000,B-16-23-1,34,4
PQ,WH Bonded,1002,3GY32A#AB2,2.00000,B-16-24-1,34,4
